Source,Target,Weight,type
"7919","6418",0.5541667,Undirected
"7919","7915",0.5625817,Undirected
"7919","6424",0.5742461,Undirected
"7919","7371",0.5527778,Undirected
"7919","6210",0.6277233,Undirected
"7919","6991",0.5972222,Undirected
"7919","6745",0.6550926,Undirected
"7919","6785",0.5527709,Undirected
"7919","0142",0.575,Undirected
"5169","5416",0.6388889,Undirected
"5169","2117",0.0133333,Undirected
"5169","5419",0.5555555,Undirected
"5169","3232",0.0208333,Undirected
"5169","7741",0.5833333,Undirected
"0111","6553",0.0151515,Undirected
"7922","3341",0.0083333,Undirected
"2666","2667",0.7346405,Undirected
"7452","7429",0.6161616,Undirected
"7452","7416",0.5687646,Undirected
"7452","7412",0.5984849,Undirected
"7452","7436",0.6031746,Undirected
"7452","7219",0.555754,Undirected
"7452","6899",0.0144928,Undirected
"7452","8435",0.0079365,Undirected
"7452","7269",0.6792929,Undirected
"7452","7423",0.6700337,Undirected
"7452","7368",0.5934343,Undirected
"7187","0615",0.009009,Undirected
"8952","6254",0.6428571,Undirected
"8952","6532",0.5825397,Undirected
"0481","8481",0.0175439,Undirected
"6993","0572",0.0144928,Undirected
"6993","8989",0.5846154,Undirected
"6993","4236",0.015873,Undirected
"6993","2631",0.0081301,Undirected
"8928","3330",0.0133333,Undirected
"7263","5163",0.5518519,Undirected
"7263","7423",0.5518519,Undirected
"7263","6581",0.009009,Undirected
"7263","8435",0.0079365,Undirected
"8959","5332",0.5502646,Undirected
"8959","0611",0.0087719,Undirected
"6534","6516",0.6557576,Undirected
"6534","6536",0.6242424,Undirected
"6534","6531",0.6090909,Undirected
"6534","7148",0.0151515,Undirected
"6534","6560",0.5772727,Undirected
"6639","2117",0.0133333,Undirected
"7631","8811",0.625926,Undirected
"7631","6841",0.0114943,Undirected
"7631","7722",0.6090909,Undirected
"6542","0721",0.0166667,Undirected
"5146","2223",0.0166667,Undirected
"6411","5114",0.0185185,Undirected
"6411","8960",0.0111111,Undirected
"6411","2631",0.0074074,Undirected
"5223","0341",0.0072464,Undirected
"7722","7768",0.7313132,Undirected
"7722","7764",0.6868687,Undirected
"7722","7599",0.6097223,Undirected
"7722","7642",0.6068376,Undirected
"7722","7763",0.7313132,Undirected
"7722","8811",0.5787879,Undirected
"7722","7525",0.5961539,Undirected
"7722","8851",0.5580808,Undirected
"6812","8939",0.0208333,Undirected
"6812","2631",0.0074074,Undirected
"6812","0542",0.0114943,Undirected
"6812","0224",0.0144928,Undirected
"6812","8439",0.0065359,Undirected
"6812","6584",0.010101,Undirected
"6812","6251",0.0128205,Undirected
"6812","0619",0.0185185,Undirected
"0811","8472",0.0083333,Undirected
"6114","8744",0.0104167,Undirected
"5331","8441",0.0074074,Undirected
"2782","7524",0.0151515,Undirected
"2116","8947",0.0119048,Undirected
"2116","8994",0.0119048,Undirected
"2116","6978",0.0119048,Undirected
"2116","8482",0.0119048,Undirected
"2116","8989",0.0119048,Undirected
"2116","7723",0.0119048,Undirected
"8439","8452",0.6725073,Undirected
"8439","5841",0.0061728,Undirected
"8439","8431",0.6777376,Undirected
"8439","8472",0.5736724,Undirected
"8439","8433",0.7635007,Undirected
"8439","8421",0.6047065,Undirected
"8439","8423",0.821247,Undirected
"8439","8462",0.7269352,Undirected
"8439","5416",0.0070922,Undirected
"8439","8442",0.6269025,Undirected
"8439","8435",0.7440628,Undirected
"8439","8451",0.7388093,Undirected
"8439","8441",0.7515181,Undirected
"8439","8465",0.6977317,Undirected
"8439","8459",0.7922724,Undirected
"8439","8432",0.5942227,Undirected
"8439","8424",0.674346,Undirected
"8439","8463",0.7647831,Undirected
"8439","8434",0.7190083,Undirected
"8439","8443",0.5594879,Undirected
"7244","0350",0.008547,Undirected
"7244","7367",0.6316138,Undirected
"7524","7768",0.7306398,Undirected
"7524","7764",0.6186869,Undirected
"7524","7599",0.5875,Undirected
"7524","7522",0.5892256,Undirected
"7524","7763",0.6777778,Undirected
"7524","6584",0.010101,Undirected
"7524","7525",0.6239316,Undirected
"2871","5162",0.0185185,Undirected
"2871","9510",0.0175439,Undirected
"2871","8212",0.015873,Undirected
"2235","0460",0.0138889,Undirected
"2235","6417",0.0114943,Undirected
"2235","6413",0.0175439,Undirected
"2235","6342",0.0111111,Undirected
"2235","2882",0.0057471,Undirected
"2235","0819",0.0185185,Undirected
"7781","0343",0.0133333,Undirected
"7781","0611",0.0087719,Undirected
"0572","8484",0.0144928,Undirected
"0572","7243",0.0144928,Undirected
"7742","8748",0.5833333,Undirected
"7742","8422",0.0095238,Undirected
"7742","7284",0.5714286,Undirected
"7742","5163",0.6166667,Undirected
"7742","7138",0.625,Undirected
"7742","5332",0.5654762,Undirected
"7284","2924",0.0072464,Undirected
"7284","7451",0.7539682,Undirected
"7284","2472",0.0092593,Undirected
"7284","7251",0.6269841,Undirected
"7284","7412",0.5740741,Undirected
"0224","0240",0.5568268,Undirected
"0224","0230",0.6064073,Undirected
"0224","6531",0.0144928,Undirected
"8432","8451",0.5820786,Undirected
"8432","7643",0.0095238,Undirected
"8432","8472",0.6338624,Undirected
"8432","8749",0.0095238,Undirected
"8432","8441",0.550457,Undirected
"8432","8510",0.5705792,Undirected
"8432","8452",0.6076596,Undirected
"8432","8422",0.6325397,Undirected
"8432","8433",0.6897784,Undirected
"8432","8421",0.7593808,Undirected
"8432","8424",0.6516517,Undirected
"8432","8463",0.5580274,Undirected
"8432","6584",0.5591461,Undirected
"8432","8434",0.7557575,Undirected
"8432","8442",0.5913165,Undirected
"8432","8431",0.7699604,Undirected
"8432","8435",0.6666667,Undirected
"8424","8452",0.6419016,Undirected
"8424","6584",0.5938026,Undirected
"8424","2234",0.0079365,Undirected
"8424","7523",0.009009,Undirected
"8424","8463",0.6184953,Undirected
"8424","8431",0.7127669,Undirected
"8424","8472",0.5779304,Undirected
"8424","8433",0.6980931,Undirected
"8424","8421",0.7047817,Undirected
"8424","8423",0.5949669,Undirected
"8424","8462",0.5949423,Undirected
"8424","8435",0.6746032,Undirected
"8424","8451",0.5817492,Undirected
"8424","8441",0.6119769,Undirected
"8424","7522",0.0079365,Undirected
"8424","8465",0.6523809,Undirected
"8424","8459",0.595102,Undirected
"8424","8422",0.6878362,Undirected
"8424","7832",0.0079365,Undirected
"8424","8434",0.7451234,Undirected
"0544","2483",0.0077519,Undirected
"6536","6516",0.5638095,Undirected
"6536","6538",0.586501,Undirected
"6536","6531",0.5818713,Undirected
"6536","6573",0.5732213,Undirected
"6536","6532",0.5547028,Undirected
"2112","2440",0.0087719,Undirected
"2112","2820",0.5619081,Undirected
"2112","6330",0.0087719,Undirected
"7259","7493",0.5883839,Undirected
"7259","7842",0.6111111,Undirected
"7259","7212",0.5627705,Undirected
"7259","7234",0.5790598,Undirected
"7259","8442",0.0098039,Undirected
"7259","7412",0.5555556,Undirected
"8471","3330",0.0119048,Undirected
"8471","7821",0.0144928,Undirected
"6516","6531",0.6063492,Undirected
"6516","6522",0.565641,Undirected
"6516","6560",0.5530159,Undirected
"6516","7711",0.5676923,Undirected
"0721","3351",0.0166667,Undirected
"0721","6121",0.0166667,Undirected
"0721","5224",0.015873,Undirected
"0721","5222",0.015873,Undirected
"0721","6851",0.0166667,Undirected
"0721","0421",0.0166667,Undirected
"0721","7271",0.0166667,Undirected
"0721","5722",0.0166667,Undirected
"0721","5233",0.015873,Undirected
"0721","2687",0.015873,Undirected
"0721","5311",0.0166667,Undirected
"0721","6638",0.0151515,Undirected
"0721","2874",0.0166667,Undirected
"0721","8931",0.0114943,Undirected
"7853","6254",0.5622711,Undirected
"7853","2631",0.0079365,Undirected
"2222","8459",0.0068027,Undirected
"2222","6770",0.0133333,Undirected
"2222","8462",0.0068027,Undirected
"3221","8973",0.0111111,Undirected
"8481","6253",0.0175439,Undirected
"8481","2460",0.0185185,Undirected
"8481","6560",0.5748007,Undirected
"5841","8423",0.0055556,Undirected
"7912","0611",0.0087719,Undirected
"0015","6522",0.0128205,Undirected
"0015","0711",0.009009,Undirected
"6716","0913",0.0114943,Undirected
"8748","8744",0.5703704,Undirected
"8748","8742",0.6316138,Undirected
"8748","5827",0.5555556,Undirected
"8748","5163",0.6166667,Undirected
"8748","7138",0.5654762,Undirected
"8748","0615",0.0083333,Undirected
"8748","5332",0.5555556,Undirected
"2924","3415",0.0072464,Undirected
"2924","7783",0.0079365,Undirected
"2924","6880",0.0072464,Undirected
"2924","5836",0.0074074,Undirected
"2924","7451",0.0072464,Undirected
"2924","6253",0.0072464,Undirected
"2924","7412",0.0072464,Undirected
"5834","2860",0.0138889,Undirected
"2789","7764",0.0123457,Undirected
"2789","5843",0.0114943,Undirected
"7411","0711",0.0095238,Undirected
"2633","6553",0.0098039,Undirected
"2633","6513",0.5554809,Undirected
"7413","7429",0.5555555,Undirected
"7413","6991",0.5603175,Undirected
"7413","7439",0.6006105,Undirected
"7413","7492",0.6263736,Undirected
"7413","7372",0.5921856,Undirected
"7413","7212",0.5555556,Undirected
"7413","7783",0.5555555,Undirected
"7413","7368",0.6071429,Undirected
"7413","7224",0.5595238,Undirected
"7413","6940",0.5833333,Undirected
"7413","0711",0.0095238,Undirected
"7413","6632",0.5622711,Undirected
"7413","6637",0.5833333,Undirected
"7413","8939",0.5573413,Undirected
"7413","7493",0.5833333,Undirected
"7413","7369",0.6141636,Undirected
"5111","8994",0.0166667,Undirected
"6793","6553",0.0196078,Undirected
"6793","7849",0.5623065,Undirected
"6793","6998",0.5655315,Undirected
"0115","4113",0.5555555,Undirected
"0115","0116",0.5666667,Undirected
"0115","6513",0.0092593,Undirected
"7439","7429",0.6837607,Undirected
"7439","7372",0.5589744,Undirected
"7439","7188",0.5994582,Undirected
"7439","7492",0.5589744,Undirected
"7439","8939",0.555754,Undirected
"7439","7436",0.5841269,Undirected
"7439","7368",0.6102564,Undirected
"7439","7868",0.5736111,Undirected
"7439","7369",0.5846154,Undirected
"7439","7269",0.6358975,Undirected
"7439","7416",0.5623932,Undirected
"7915","8442",0.0098039,Undirected
"7915","2634",0.0151515,Undirected
"6424","6632",0.5556129,Undirected
"6424","8935",0.5536636,Undirected
"6424","7283",0.5623782,Undirected
"6424","6417",0.5661983,Undirected
"6424","6546",0.6112831,Undirected
"6424","7449",0.6360902,Undirected
"6424","6611",0.5605263,Undirected
"6424","5334",0.5567023,Undirected
"6424","0611",0.0087719,Undirected
"6424","6418",0.6112831,Undirected
"6424","7188",0.5927646,Undirected
"6424","6953",0.5597408,Undirected
"6424","6996",0.6192641,Undirected
"6424","6210",0.6299163,Undirected
"6424","6428",0.5554938,Undirected
"6424","7414",0.5577915,Undirected
"6424","6785",0.5605681,Undirected
"5852","0723",0.0196078,Undirected
"5825","0615",0.008547,Undirected
"7126","0711",0.009009,Undirected
"6210","8935",0.5958606,Undirected
"6210","7849",0.6058007,Undirected
"6210","5822",0.5861928,Undirected
"6210","7449",0.566792,Undirected
"6210","6611",0.5923445,Undirected
"6210","6571",0.6081155,Undirected
"6210","6546",0.5676743,Undirected
"6210","7868",0.5710784,Undirected
"6210","6633",0.5578704,Undirected
"6210","0711",0.009009,Undirected
"6210","6996",0.5541126,Undirected
"6210","6998",0.5699891,Undirected
"6210","6623",0.5687636,Undirected
"6210","6785",0.5861877,Undirected
"6210","6638",0.5659983,Undirected
"5839","7234",0.5534188,Undirected
"5839","6631",0.5961539,Undirected
"5839","7741",0.5916084,Undirected
"5839","5823",0.5794872,Undirected
"8744","7429",0.5762627,Undirected
"8744","5415",0.5636364,Undirected
"8744","5163",0.6,Undirected
"8744","7522",0.5707071,Undirected
"8744","7423",0.5518519,Undirected
"8744","5989",0.6787879,Undirected
"8744","8435",0.0079365,Undirected
"7649","7788",0.5972222,Undirected
"7649","7641",0.6289488,Undirected
"7649","2117",0.0133333,Undirected
"7649","7599",0.6299019,Undirected
"7649","7642",0.5514706,Undirected
"5982","0118",0.0114943,Undirected
"5982","0586",0.009009,Undirected
"5982","5824",0.5700337,Undirected
"5982","0371",0.0095238,Undirected
"5982","0360",0.0062893,Undirected
"0014","6115",0.0114943,Undirected
"7414","8939",0.5556129,Undirected
"7414","6996",0.5556998,Undirected
"7414","0741",0.0151515,Undirected
"7414","6953",0.5958033,Undirected
"2713","7611",0.0185185,Undirected
"2713","6281",0.0196078,Undirected
"2713","6924",0.0107527,Undirected
"2713","6532",0.0196078,Undirected
"2713","4312",0.0166667,Undirected
"2882","7851",0.0057471,Undirected
"2882","8942",0.0057471,Undirected
"2882","2640",0.0064103,Undirected
"2882","6871",0.0057471,Undirected
"2882","6553",0.0057471,Undirected
"2882","5723",0.0057471,Undirected
"2882","2820",0.5604087,Undirected
"2882","5620",0.0064103,Undirected
"2923","8741",0.0151515,Undirected
"6560","6522",0.5523077,Undirected
"6560","5623",0.0151515,Undirected
"6560","8947",0.5596491,Undirected
"0812","5723",0.0087719,Undirected
"6783","6911",0.5502137,Undirected
"6783","6428",0.5698006,Undirected
"2652","2119",0.0133333,Undirected
"6576","2117",0.0133333,Undirected
"0565","7144",0.0123457,Undirected
"0565","0546",0.595091,Undirected
"8939","7212",0.5571429,Undirected
"8939","6632",0.575,Undirected
"8939","7247",0.5922619,Undirected
"8939","7868",0.6041667,Undirected
"8939","8935",0.6744164,Undirected
"8939","6573",0.5652778,Undirected
"8939","7492",0.5555556,Undirected
"8939","6953",0.6388889,Undirected
"8939","6633",0.5502451,Undirected
"8939","7269",0.5765873,Undirected
"8939","6992",0.6001984,Undirected
"8939","6991",0.6670635,Undirected
"8939","7368",0.5809524,Undirected
"8939","6785",0.5703147,Undirected
"8939","0142",0.6071429,Undirected
"5832","5620",0.0151515,Undirected
"2742","0341",0.0072464,Undirected
"5414","6648",0.5641026,Undirected
"0579","0019",0.0062893,Undirected
"0579","7928",0.0062893,Undirected
"0579","0545",0.5597485,Undirected
"7431","7493",0.5644078,Undirected
"7431","2879",0.0128205,Undirected
"6532","6531",0.6296296,Undirected
"2119","6593",0.0133333,Undirected
"6618","9110",0.010101,Undirected
"6618","7763",0.010101,Undirected
"6645","2879",0.0128205,Undirected
"7436","7492",0.6318681,Undirected
"7436","7219",0.5603175,Undirected
"7436","7269",0.5992063,Undirected
"7436","8442",0.0098039,Undirected
"7449","6911",0.6000854,Undirected
"7449","7868",0.6677527,Undirected
"7449","7442",0.566792,Undirected
"7449","7169",0.6168755,Undirected
"7449","7188",0.7037176,Undirected
"7449","7119",0.5684628,Undirected
"7449","6546",0.5501253,Undirected
"7449","8212",0.5828207,Undirected
"7449","0611",0.0087719,Undirected
"7449","7283",0.5843359,Undirected
"7449","8932",0.5750197,Undirected
"7449","7211",0.5843359,Undirected
"7449","6996",0.6661616,Undirected
"7449","6428",0.5672839,Undirected
"7449","6745",0.5843359,Undirected
"7449","6785",0.6900585,Undirected
"7449","7861",0.5659148,Undirected
"6611","6351",0.5593435,Undirected
"6611","8932",0.5713834,Undirected
"8991","2223",0.0133333,Undirected
"7831","7821",0.5920635,Undirected
"7831","6672",0.0133333,Undirected
"7831","7810",0.6222222,Undirected
"7831","7849",0.5904762,Undirected
"6794","6973",0.6301713,Undirected
"6794","6911",0.5917949,Undirected
"6794","6652",0.5587879,Undirected
"6794","6785",0.5721212,Undirected
"6794","6253",0.0133333,Undirected
"6794","6422",0.550303,Undirected
"6794","8212",0.5625974,Undirected
"7621","8811",0.6697747,Undirected
"7621","7525",0.6773505,Undirected
"0616","5157",0.0138889,Undirected
"7761","0611",0.0087719,Undirected
"5154","5123",0.6178266,Undirected
"5154","5836",0.5687646,Undirected
"5154","9410",0.0144928,Undirected
"5154","5163",0.6186869,Undirected
"6973","6911",0.5995727,Undirected
"6973","8932",0.5646377,Undirected
"6973","7752",0.6010101,Undirected
"6973","8212",0.5678524,Undirected
"7144","2482",0.015873,Undirected
"7144","4313",0.0185185,Undirected
"8947","8484",0.6034858,Undirected
"2911","7268",0.0087719,Undirected
"2911","8742",0.0087719,Undirected
"2911","5843",0.0087719,Undirected
"5912","5323",0.5592949,Undirected
"6593","6592",0.6571429,Undirected
"2614","5629",0.0128205,Undirected
"0482","0752",0.0095238,Undirected
"6994","6991",0.5587302,Undirected
"6994","8743",0.6350427,Undirected
"6994","7783",0.5606061,Undirected
"6633","6991",0.589597,Undirected
"6633","0142",0.5514706,Undirected
"6633","6953",0.5532408,Undirected
"6633","6785",0.5501253,Undirected
"6633","7868",0.5699891,Undirected
"6633","8935",0.5599129,Undirected
"6623","6637",0.5819445,Undirected
"6623","8121",0.5801282,Undirected
"6623","9410",0.0144928,Undirected
"0422","6351",0.0138889,Undirected
"0422","0421",0.582906,Undirected
"2815","7162",0.0151515,Undirected
"6541","5225",0.0095238,Undirected
"6541","6644",0.015873,Undirected
"6541","6416",0.0114943,Undirected
"6594","9110",0.0128205,Undirected
"7211","7188",0.5517544,Undirected
"7211","6351",0.5719697,Undirected
"7211","6911",0.5995727,Undirected
"7211","6647",0.5859649,Undirected
"7211","7868",0.5526316,Undirected
"7211","6672",0.0128205,Undirected
"7211","8212",0.5813777,Undirected
"8510","6123",0.6745775,Undirected
"8510","2631",0.0079365,Undirected
"8510","8431",0.5703043,Undirected
"8510","8434",0.5605203,Undirected
"8510","8421",0.6263028,Undirected
"8982","2879",0.0133333,Undirected
"0011","0741",0.0151515,Undirected
"2440","6912",0.0151515,Undirected
"2440","6519",0.0114943,Undirected
"2440","6521",0.008547,Undirected
"2440","6129",0.0144928,Undirected
"2440","6330",0.6666667,Undirected
"5530","8921",0.6188726,Undirected
"5530","2879",0.0133333,Undirected
"5530","5543",0.5756614,Undirected
"6121","7492",0.5842491,Undirected
"6121","6632",0.6098901,Undirected
"5322","6253",0.0144928,Undirected
"7161","7783",0.5565656,Undirected
"7161","0611",0.0087719,Undirected
"7212","7429",0.5970418,Undirected
"7212","6991",0.5587302,Undirected
"7212","7492",0.5644078,Undirected
"7212","7493",0.5732323,Undirected
"7212","8121",0.5977564,Undirected
"7212","7368",0.5515873,Undirected
"7212","7868",0.5736111,Undirected
"7212","7269",0.5515873,Undirected
"7212","0142",0.6583334,Undirected
"7212","2879",0.0133333,Undirected
"7212","8935",0.5559578,Undirected
"7212","7849",0.5571429,Undirected
"5721","6974",0.0144928,Undirected
"7224","7234",0.5811966,Undirected
"7224","0342",0.0069444,Undirected
"7521","8451",0.0072464,Undirected
"7521","8452",0.0075758,Undirected
"7521","6349",0.0144928,Undirected
"7521","0360",0.0061728,Undirected
"7521","6513",0.0092593,Undirected
"6571","6538",0.5898148,Undirected
"6571","6991",0.5689815,Undirected
"6571","0142",0.5541667,Undirected
"6571","7492",0.5726852,Undirected
"6571","7499",0.6215342,Undirected
"6571","8935",0.5687636,Undirected
"6571","6632",0.5675926,Undirected
"6571","7868",0.5541667,Undirected
"6571","2879",0.0133333,Undirected
"2226","0711",0.009009,Undirected
"2226","1212",0.0123457,Undirected
"6589","6581",0.5530518,Undirected
"6589","7522",0.0114943,Undirected
"6589","4242",0.0114943,Undirected
"6589","6584",0.5707689,Undirected
"7283","7188",0.5721821,Undirected
"7283","7492",0.5502451,Undirected
"7283","6418",0.5710784,Undirected
"7283","0711",0.0095238,Undirected
"0577","0019",0.010101,Undirected
"0577","6891",0.010101,Undirected
"0577","5833",0.0111111,Undirected
"0577","7782",0.0111111,Undirected
"8994","1223",0.0208333,Undirected
"6342","6359",0.615873,Undirected
"6342","6416",0.5632458,Undirected
"6342","6349",0.5603175,Undirected
"6342","2482",0.5928572,Undirected
"6342","6341",0.6396073,Undirected
"6342","2483",0.5554264,Undirected
"7528","0615",0.008547,Undirected
"7528","7522",0.6944444,Undirected
"7528","7523",0.6444445,Undirected
"8310","2117",0.0133333,Undirected
"8421","6123",0.5971854,Undirected
"8421","8452",0.6267501,Undirected
"8421","6584",0.6064447,Undirected
"8421","8431",0.7843791,Undirected
"8421","8472",0.625926,Undirected
"8421","8433",0.7380052,Undirected
"8421","2519",0.009009,Undirected
"8421","8462",0.5831115,Undirected
"8421","8442",0.6083289,Undirected
"8421","8435",0.7417582,Undirected
"8421","8451",0.5693268,Undirected
"8421","8441",0.5953824,Undirected
"8421","5827",0.009009,Undirected
"8421","8465",0.5571429,Undirected
"8421","8459",0.567483,Undirected
"8421","8422",0.6852781,Undirected
"8421","8463",0.5903935,Undirected
"8421","8434",0.7630537,Undirected
"4244","4242",0.6730159,Undirected
"4244","0575",0.0151515,Undirected
"4244","1124",0.0138889,Undirected
"8462","8452",0.6878143,Undirected
"8462","5989",0.0068027,Undirected
"8462","8431",0.5903579,Undirected
"8462","8472",0.6103224,Undirected
"8462","8433",0.7027507,Undirected
"8462","8423",0.6997736,Undirected
"8462","8442",0.6461107,Undirected
"8462","8435",0.703638,Undirected
"8462","8451",0.7585034,Undirected
"8462","8441",0.7176871,Undirected
"8462","8465",0.6746525,Undirected
"8462","8459",0.8379592,Undirected
"8462","8463",0.7674457,Undirected
"8462","8434",0.6465543,Undirected
"8462","8443",0.5826678,Undirected
"5334","5837",0.61939,Undirected
"5334","6577",0.5627451,Undirected
"5334","2879",0.0128205,Undirected
"6712","8996",0.0175439,Undirected
"7429","7492",0.5790598,Undirected
"7429","7493",0.6065657,Undirected
"7429","7188",0.5643705,Undirected
"7429","7423",0.6373737,Undirected
"7429","0611",0.0087719,Undirected
"7429","7416",0.6247087,Undirected
"7429","7368",0.6035354,Undirected
"7429","7412",0.6676767,Undirected
"7429","7269",0.7055556,Undirected
"7429","7783",0.5707071,Undirected
"7429","6637",0.6373737,Undirected
"7429","7246",0.5762627,Undirected
"0452","8463",0.0070922,Undirected
"0452","2922",0.0119048,Undirected
"2482","6413",0.5627706,Undirected
"2482","6349",0.5859367,Undirected
"8924","3413",0.0175439,Undirected
"2877","0350",0.008547,Undirected
"8482","7628",0.5580808,Undirected
"8482","7642",0.5769231,Undirected
"6924","6428",0.5722458,Undirected
"6924","0484",0.590881,Undirected
"6924","8932",0.5751421,Undirected
"6924","6553",0.010101,Undirected
"6543","3413",0.0175439,Undirected
"7233","7933",0.0133333,Undirected
"7233","0545",0.0074074,Undirected
"7911","0711",0.0095238,Undirected
"6254","2631",0.0153439,Undirected
"5161","8443",0.0111111,Undirected
"7361","7245",0.568783,Undirected
"1124","0723",0.0138889,Undirected
"1124","2232",0.0138889,Undirected
"7372","7492",0.5641026,Undirected
"7372","7493",0.6013986,Undirected
"7372","7281",0.5710956,Undirected
